delivery_id,item_request_id,delivery_finished,delivery_started,total_delivery_time,status,number_of_obstacles
340,28,2024-10-27 15:00:00,2024-10-27 14:47:00,13,COMPLETED,12
341,11,2024-11-06 14:00:00,2024-11-06 13:47:00,13,COMPLETED,13
342,9,2024-11-19 14:00:00,2024-11-19 13:47:00,13,COMPLETED,9
343,50,2024-03-12 17:00:00,2024-03-12 16:47:00,13,COMPLETED,9
344,21,2024-12-25 19:00:00,2024-12-25 18:44:00,16,COMPLETED,10
345,5,2024-11-14 11:00:00,2024-11-14 10:44:00,16,COMPLETED,12
346,42,2024-06-19 19:00:00,2024-06-19 18:44:00,16,COMPLETED,13
347,30,2024-05-30 14:00:00,2024-05-30 13:44:00,16,COMPLETED,13
348,15,2024-05-17 17:00:00,2024-05-17 16:44:00,16,COMPLETED,15
349,4,2024-05-20 12:00:00,2024-05-20 11:44:00,16,COMPLETED,13
350,11,2024-03-25 16:00:00,2024-03-25 15:44:00,16,COMPLETED,13
351,38,2024-04-06 13:00:00,2024-04-06 12:44:00,16,COMPLETED,15
352,29,2024-11-12 19:00:00,2024-11-12 18:44:00,16,COMPLETED,13
353,24,2024-09-02 14:00:00,2024-09-02 13:44:00,16,COMPLETED,14
354,42,2024-12-15 10:00:00,2024-12-15 09:44:00,16,COMPLETED,13
355,35,2024-07-20 10:00:00,2024-07-20 09:44:00,16,COMPLETED,14
356,13,2024-10-12 13:00:00,2024-10-12 12:44:00,16,COMPLETED,14
357,41,2024-02-21 18:00:00,2024-02-21 17:44:00,16,COMPLETED,15
358,20,2024-05-08 12:00:00,2024-05-08 11:44:00,16,COMPLETED,14
359,14,2024-04-27 19:00:00,2024-04-27 18:44:00,16,COMPLETED,14
360,44,2024-04-01 10:00:00,2024-04-01 09:44:00,16,COMPLETED,13
361,34,2024-02-29 11:00:00,2024-02-29 10:44:00,16,COMPLETED,12
362,33,2024-06-28 12:00:00,2024-06-28 11:44:00,16,COMPLETED,13
363,24,2024-12-12 10:00:00,2024-12-12 09:44:00,16,COMPLETED,13
364,22,2024-09-16 12:00:00,2024-09-16 11:47:00,13,COMPLETED,13
365,27,2024-03-01 10:00:00,2024-03-01 09:47:00,13,COMPLETED,13
366,1,2024-03-03 10:00:00,2024-03-03 09:47:00,13,COMPLETED,10
367,29,2024-04-26 19:00:00,2024-04-26 18:47:00,13,COMPLETED,11
368,39,2024-12-09 11:00:00,2024-12-09 10:45:00,15,COMPLETED,10
369,45,2024-11-25 11:00:00,2024-11-25 10:45:00,15,COMPLETED,14
370,27,2024-07-03 10:00:00,2024-07-03 09:45:00,15,COMPLETED,12
371,43,2024-03-10 19:00:00,2024-03-10 18:45:00,15,COMPLETED,13
372,33,2024-08-22 13:00:00,2024-08-22 12:45:00,15,COMPLETED,14
373,19,2024-02-05 16:00:00,2024-02-05 15:45:00,15,COMPLETED,11
374,24,2024-06-18 17:00:00,2024-06-18 16:45:00,15,COMPLETED,13
375,44,2024-10-20 13:00:00,2024-10-20 12:45:00,15,COMPLETED,13
376,31,2024-05-09 11:00:00,2024-05-09 10:45:00,15,COMPLETED,15
377,33,2024-08-20 13:00:00,2024-08-20 12:45:00,15,COMPLETED,15
378,46,2024-05-09 18:00:00,2024-05-09 17:45:00,15,COMPLETED,13
379,4,2024-09-20 17:00:00,2024-09-20 16:45:00,15,COMPLETED,15
380,28,2024-08-19 16:00:00,2024-08-19 15:45:00,15,COMPLETED,14
381,9,2024-12-14 19:00:00,2024-12-14 18:44:00,16,COMPLETED,15
382,6,2024-03-02 16:00:00,2024-03-02 15:44:00,16,COMPLETED,12
383,47,2024-09-04 15:00:00,2024-09-04 14:44:00,16,COMPLETED,13
384,27,2024-12-02 13:00:00,2024-12-02 12:44:00,16,COMPLETED,14
385,47,2024-06-30 13:00:00,2024-06-30 12:44:00,16,COMPLETED,13
386,4,2024-06-26 17:00:00,2024-06-26 16:44:00,16,COMPLETED,12
387,3,2024-03-10 10:00:00,2024-03-10 09:44:00,16,COMPLETED,13
388,22,2024-08-28 12:00:00,2024-08-28 11:44:00,16,COMPLETED,14
389,8,2024-01-02 16:00:00,2024-01-02 15:44:00,16,COMPLETED,14
390,31,2024-09-16 19:00:00,2024-09-16 18:44:00,16,COMPLETED,14
391,22,2024-07-06 16:00:00,2024-07-06 15:44:00,16,COMPLETED,14
392,32,2024-10-10 18:00:00,2024-10-10 17:44:00,16,COMPLETED,15
393,33,2024-04-19 11:00:00,2024-04-19 10:44:00,16,COMPLETED,12
394,37,2024-07-01 19:00:00,2024-07-01 18:44:00,16,COMPLETED,13
395,14,2024-12-31 16:00:00,2024-12-31 15:44:00,16,COMPLETED,14
396,17,2024-04-11 17:00:00,2024-04-11 16:44:00,16,COMPLETED,13
397,2,2024-11-24 18:00:00,2024-11-24 17:46:00,14,COMPLETED,10
398,23,2024-04-23 12:00:00,2024-04-23 11:46:00,14,COMPLETED,12
399,38,2024-06-09 17:00:00,2024-06-09 16:46:00,14,COMPLETED,14
400,2,2024-11-08 14:00:00,2024-11-08 13:46:00,14,COMPLETED,13
401,45,2024-10-22 15:00:00,2024-10-22 14:46:00,14,COMPLETED,12
402,18,2024-10-17 19:00:00,2024-10-17 18:46:00,14,COMPLETED,10
403,32,2024-06-08 16:00:00,2024-06-08 15:46:00,14,COMPLETED,13
404,42,2024-06-25 18:00:00,2024-06-25 17:46:00,14,COMPLETED,14
405,2,2024-06-24 15:00:00,2024-06-24 14:46:00,14,COMPLETED,10
406,35,2024-02-24 16:00:00,2024-02-24 15:46:00,14,COMPLETED,14
407,19,2024-03-17 17:00:00,2024-03-17 16:46:00,14,COMPLETED,14
408,43,2024-03-16 10:00:00,2024-03-16 09:46:00,14,COMPLETED,13
409,3,2024-05-16 17:00:00,2024-05-16 16:46:00,14,COMPLETED,11
410,15,2024-12-06 15:00:00,2024-12-06 14:45:00,15,COMPLETED,14
411,33,2024-03-23 14:00:00,2024-03-23 13:45:00,15,COMPLETED,13
412,20,2024-11-03 13:00:00,2024-11-03 12:45:00,15,COMPLETED,14
413,12,2024-05-20 18:00:00,2024-05-20 17:45:00,15,COMPLETED,14
414,7,2024-03-06 15:00:00,2024-03-06 14:45:00,15,COMPLETED,15
415,3,2024-04-25 18:00:00,2024-04-25 17:45:00,15,COMPLETED,13
416,18,2024-08-27 18:00:00,2024-08-27 17:45:00,15,COMPLETED,12
417,4,2024-03-05 16:00:00,2024-03-05 15:45:00,15,COMPLETED,15
418,30,2024-05-21 12:00:00,2024-05-21 11:45:00,15,COMPLETED,14
419,49,2024-02-14 12:00:00,2024-02-14 11:45:00,15,COMPLETED,12
420,1,2024-10-08 10:00:00,2024-10-08 09:45:00,15,COMPLETED,11
421,6,2024-04-13 16:00:00,2024-04-13 15:45:00,15,COMPLETED,12
422,36,2024-04-20 16:00:00,2024-04-20 15:45:00,15,COMPLETED,13
423,42,2024-03-12 16:00:00,2024-03-12 15:45:00,15,COMPLETED,11
424,20,2024-11-23 19:00:00,2024-11-23 18:45:00,15,COMPLETED,14
425,19,2024-07-17 15:00:00,2024-07-17 14:45:00,15,COMPLETED,13
426,16,2024-03-15 11:00:00,2024-03-15 10:45:00,15,COMPLETED,12
427,50,2024-08-27 16:00:00,2024-08-27 15:45:00,15,COMPLETED,11
428,4,2024-03-25 12:00:00,2024-03-25 11:45:00,15,COMPLETED,11
429,39,2024-11-02 19:00:00,2024-11-02 18:45:00,15,COMPLETED,11
430,35,2024-03-22 12:00:00,2024-03-22 11:45:00,15,COMPLETED,15
431,45,2024-09-27 12:00:00,2024-09-27 11:45:00,15,COMPLETED,15
432,39,2024-12-06 13:00:00,2024-12-06 12:44:00,16,COMPLETED,11
433,10,2024-06-29 16:00:00,2024-06-29 15:44:00,16,COMPLETED,13
434,46,2024-09-05 12:00:00,2024-09-05 11:44:00,16,COMPLETED,14
435,41,2024-03-21 13:00:00,2024-03-21 12:44:00,16,COMPLETED,12
436,10,2024-03-11 19:00:00,2024-03-11 18:44:00,16,COMPLETED,13
437,37,2024-03-10 13:00:00,2024-03-10 12:44:00,16,COMPLETED,13
438,18,2024-01-16 16:00:00,2024-01-16 15:44:00,16,COMPLETED,12
439,1,2024-04-30 14:00:00,2024-04-30 13:44:00,16,COMPLETED,14
440,21,2024-06-22 17:00:00,2024-06-22 16:44:00,16,COMPLETED,15
441,24,2024-03-31 18:00:00,2024-03-31 17:44:00,16,COMPLETED,13
442,28,2024-11-05 13:00:00,2024-11-05 12:44:00,16,COMPLETED,13
443,48,2024-09-29 19:00:00,2024-09-29 18:44:00,16,COMPLETED,15
444,49,2024-12-12 18:00:00,2024-12-12 17:44:00,16,COMPLETED,14
445,9,2024-03-10 19:00:00,2024-03-10 18:44:00,16,COMPLETED,14
446,41,2024-01-18 14:00:00,2024-01-18 13:44:00,16,COMPLETED,12
447,49,2024-06-14 17:00:00,2024-06-14 16:44:00,16,COMPLETED,15
448,40,2024-03-31 18:00:00,2024-03-31 17:44:00,16,COMPLETED,12
449,15,2024-11-10 10:00:00,2024-11-10 09:44:00,16,COMPLETED,12
450,24,2024-02-27 18:00:00,2024-02-27 17:44:00,16,COMPLETED,15
451,13,2024-05-19 12:00:00,2024-05-19 11:44:00,16,COMPLETED,14
452,30,2024-09-01 14:00:00,2024-09-01 13:44:00,16,COMPLETED,12
453,2,2024-09-12 19:00:00,2024-09-12 18:44:00,16,COMPLETED,15
454,35,2024-11-30 11:00:00,2024-11-30 10:44:00,16,COMPLETED,13
455,42,2024-07-09 17:00:00,2024-07-09 16:44:00,16,COMPLETED,14
456,22,2024-05-06 10:00:00,2024-05-06 09:44:00,16,COMPLETED,13
457,50,2024-11-18 17:00:00,2024-11-18 16:44:00,16,COMPLETED,13
458,41,2024-04-21 12:00:00,2024-04-21 11:44:00,16,COMPLETED,15
459,32,2024-11-21 10:00:00,2024-11-21 09:44:00,16,COMPLETED,13
460,50,2024-10-24 13:00:00,2024-10-24 12:44:00,16,COMPLETED,12
461,7,2024-08-27 13:00:00,2024-08-27 12:44:00,16,COMPLETED,15
462,3,2024-02-13 15:00:00,2024-02-13 14:44:00,16,COMPLETED,15
463,23,2024-01-31 11:00:00,2024-01-31 10:44:00,16,COMPLETED,14
464,38,2024-07-15 13:00:00,2024-07-15 12:44:00,16,COMPLETED,15
465,5,2024-10-29 18:00:00,2024-10-29 17:44:00,16,COMPLETED,14
466,29,2024-10-30 18:00:00,2024-10-30 17:44:00,16,COMPLETED,12
467,9,2024-08-02 18:00:00,2024-08-02 17:44:00,16,COMPLETED,14
468,20,2024-12-28 10:00:00,2024-12-28 09:44:00,16,COMPLETED,15
469,15,2024-04-27 17:00:00,2024-04-27 16:44:00,16,COMPLETED,15
470,47,2024-12-12 12:00:00,2024-12-12 11:44:00,16,COMPLETED,14
471,20,2024-12-29 19:00:00,2024-12-29 18:44:00,16,COMPLETED,12
472,43,2024-08-18 11:00:00,2024-08-18 10:44:00,16,COMPLETED,13
473,30,2024-05-21 13:00:00,2024-05-21 12:44:00,16,COMPLETED,14
474,15,2024-07-06 17:00:00,2024-07-06 16:44:00,16,COMPLETED,14
475,44,2024-10-27 13:00:00,2024-10-27 12:44:00,16,COMPLETED,15
476,16,2024-09-14 10:00:00,2024-09-14 09:44:00,16,COMPLETED,12
477,39,2024-07-20 14:00:00,2024-07-20 13:44:00,16,COMPLETED,12
478,10,2024-08-16 14:00:00,2024-08-16 13:44:00,16,COMPLETED,13
479,25,2024-05-27 12:00:00,2024-05-27 11:44:00,16,COMPLETED,15
480,25,2024-02-02 10:00:00,2024-02-02 09:44:00,16,COMPLETED,12
481,44,2024-04-27 17:00:00,2024-04-27 16:44:00,16,COMPLETED,15
482,5,2024-05-02 16:00:00,2024-05-02 15:44:00,16,COMPLETED,13
483,24,2024-04-21 13:00:00,2024-04-21 12:44:00,16,COMPLETED,13
484,22,2024-06-18 14:00:00,2024-06-18 13:44:00,16,COMPLETED,15
485,33,2024-04-20 13:00:00,2024-04-20 12:44:00,16,COMPLETED,13
486,27,2024-01-22 12:00:00,2024-01-22 11:44:00,16,COMPLETED,14
487,37,2024-03-13 16:00:00,2024-03-13 15:44:00,16,COMPLETED,13
488,19,2024-10-13 14:00:00,2024-10-13 13:44:00,16,COMPLETED,15
489,1,2024-05-17 18:00:00,2024-05-17 17:44:00,16,COMPLETED,14
490,11,2024-04-12 13:00:00,2024-04-12 12:44:00,16,COMPLETED,14
491,40,2024-01-25 19:00:00,2024-01-25 18:44:00,16,COMPLETED,12
492,48,2024-12-03 14:00:00,2024-12-03 13:44:00,16,COMPLETED,15
493,7,2024-07-05 10:00:00,2024-07-05 09:44:00,16,COMPLETED,12
494,40,2024-01-09 12:00:00,2024-01-09 11:44:00,16,COMPLETED,12
495,36,2024-07-21 14:00:00,2024-07-21 13:44:00,16,COMPLETED,13
