delivery_finished,delivery_started,total_delivery_time,status,number_of_obstacles,item_request_id
2024-05-08 12:00:00,2024-05-08 11:44:00,16,COMPLETED,14,358
2024-04-27 19:00:00,2024-04-27 18:44:00,16,COMPLETED,14,359
2024-04-01 10:00:00,2024-04-01 09:44:00,16,COMPLETED,13,360
2024-02-29 11:00:00,2024-02-29 10:44:00,16,COMPLETED,12,361
2024-06-28 12:00:00,2024-06-28 11:44:00,16,COMPLETED,13,362
2024-12-12 10:00:00,2024-12-12 09:44:00,16,COMPLETED,13,363
2024-09-16 12:00:00,2024-09-16 11:47:00,13,COMPLETED,13,364
2024-03-01 10:00:00,2024-03-01 09:47:00,13,COMPLETED,13,365
2024-03-03 10:00:00,2024-03-03 09:47:00,13,COMPLETED,10,366
2024-04-26 19:00:00,2024-04-26 18:47:00,13,COMPLETED,11,367
2024-12-09 11:00:00,2024-12-09 10:45:00,15,COMPLETED,10,368
2024-11-25 11:00:00,2024-11-25 10:45:00,15,COMPLETED,14,369
2024-07-03 10:00:00,2024-07-03 09:45:00,15,COMPLETED,12,370
2024-03-10 19:00:00,2024-03-10 18:45:00,15,COMPLETED,13,371
2024-08-22 13:00:00,2024-08-22 12:45:00,15,COMPLETED,14,372
2024-02-05 16:00:00,2024-02-05 15:45:00,15,COMPLETED,11,373
2024-06-18 17:00:00,2024-06-18 16:45:00,15,COMPLETED,13,374
2024-10-20 13:00:00,2024-10-20 12:45:00,15,COMPLETED,13,375
2024-05-09 11:00:00,2024-05-09 10:45:00,15,COMPLETED,15,376
2024-08-20 13:00:00,2024-08-20 12:45:00,15,COMPLETED,15,377
2024-05-09 18:00:00,2024-05-09 17:45:00,15,COMPLETED,13,378
2024-09-20 17:00:00,2024-09-20 16:45:00,15,COMPLETED,15,379
2024-08-19 16:00:00,2024-08-19 15:45:00,15,COMPLETED,14,380
2024-12-14 19:00:00,2024-12-14 18:44:00,16,COMPLETED,15,381
2024-03-02 16:00:00,2024-03-02 15:44:00,16,COMPLETED,12,382
2024-09-04 15:00:00,2024-09-04 14:44:00,16,COMPLETED,13,383
2024-12-02 13:00:00,2024-12-02 12:44:00,16,COMPLETED,14,384
2024-06-30 13:00:00,2024-06-30 12:44:00,16,COMPLETED,13,385
2024-06-26 17:00:00,2024-06-26 16:44:00,16,COMPLETED,12,386
2024-03-10 10:00:00,2024-03-10 09:44:00,16,COMPLETED,13,387
2024-08-28 12:00:00,2024-08-28 11:44:00,16,COMPLETED,14,388
2024-01-02 16:00:00,2024-01-02 15:44:00,16,COMPLETED,14,389
2024-09-16 19:00:00,2024-09-16 18:44:00,16,COMPLETED,14,390
2024-07-06 16:00:00,2024-07-06 15:44:00,16,COMPLETED,14,391
2024-10-10 18:00:00,2024-10-10 17:44:00,16,COMPLETED,15,392
2024-04-19 11:00:00,2024-04-19 10:44:00,16,COMPLETED,12,393
2024-07-01 19:00:00,2024-07-01 18:44:00,16,COMPLETED,13,394
2024-12-31 16:00:00,2024-12-31 15:44:00,16,COMPLETED,14,395
2024-04-11 17:00:00,2024-04-11 16:44:00,16,COMPLETED,13,396
2024-11-24 18:00:00,2024-11-24 17:46:00,14,COMPLETED,10,397
2024-04-23 12:00:00,2024-04-23 11:46:00,14,COMPLETED,12,398
2024-06-09 17:00:00,2024-06-09 16:46:00,14,COMPLETED,14,399
2024-11-08 14:00:00,2024-11-08 13:46:00,14,COMPLETED,13,400
2024-10-22 15:00:00,2024-10-22 14:46:00,14,COMPLETED,12,401
2024-10-17 19:00:00,2024-10-17 18:46:00,14,COMPLETED,10,402
2024-06-08 16:00:00,2024-06-08 15:46:00,14,COMPLETED,13,403
2024-06-25 18:00:00,2024-06-25 17:46:00,14,COMPLETED,14,404
2024-06-24 15:00:00,2024-06-24 14:46:00,14,COMPLETED,10,405
2024-02-24 16:00:00,2024-02-24 15:46:00,14,COMPLETED,14,406
2024-03-17 17:00:00,2024-03-17 16:46:00,14,COMPLETED,14,407
2024-03-16 10:00:00,2024-03-16 09:46:00,14,COMPLETED,13,408
2024-05-16 17:00:00,2024-05-16 16:46:00,14,COMPLETED,11,409
2024-12-06 15:00:00,2024-12-06 14:45:00,15,COMPLETED,14,410
2024-03-23 14:00:00,2024-03-23 13:45:00,15,COMPLETED,13,411
2024-11-03 13:00:00,2024-11-03 12:45:00,15,COMPLETED,14,412
2024-05-20 18:00:00,2024-05-20 17:45:00,15,COMPLETED,14,413
2024-03-06 15:00:00,2024-03-06 14:45:00,15,COMPLETED,15,414
2024-04-25 18:00:00,2024-04-25 17:45:00,15,COMPLETED,13,415
2024-08-27 18:00:00,2024-08-27 17:45:00,15,COMPLETED,12,416
2024-03-05 16:00:00,2024-03-05 15:45:00,15,COMPLETED,15,417
2024-05-21 12:00:00,2024-05-21 11:45:00,15,COMPLETED,14,418
2024-02-14 12:00:00,2024-02-14 11:45:00,15,COMPLETED,12,419
2024-10-08 10:00:00,2024-10-08 09:45:00,15,COMPLETED,11,420
2024-04-13 16:00:00,2024-04-13 15:45:00,15,COMPLETED,12,421
2024-04-20 16:00:00,2024-04-20 15:45:00,15,COMPLETED,13,422
2024-03-12 16:00:00,2024-03-12 15:45:00,15,COMPLETED,11,423
2024-11-23 19:00:00,2024-11-23 18:45:00,15,COMPLETED,14,424
2024-07-17 15:00:00,2024-07-17 14:45:00,15,COMPLETED,13,425
2024-03-15 11:00:00,2024-03-15 10:45:00,15,COMPLETED,12,426
2024-08-27 16:00:00,2024-08-27 15:45:00,15,COMPLETED,11,427
2024-03-25 12:00:00,2024-03-25 11:45:00,15,COMPLETED,11,428
2024-11-02 19:00:00,2024-11-02 18:45:00,15,COMPLETED,11,429
2024-03-22 12:00:00,2024-03-22 11:45:00,15,COMPLETED,15,430
2024-09-27 12:00:00,2024-09-27 11:45:00,15,COMPLETED,15,431
2024-12-06 13:00:00,2024-12-06 12:44:00,16,COMPLETED,11,432
2024-06-29 16:00:00,2024-06-29 15:44:00,16,COMPLETED,13,433
2024-09-05 12:00:00,2024-09-05 11:44:00,16,COMPLETED,14,434
2024-03-21 13:00:00,2024-03-21 12:44:00,16,COMPLETED,12,435
2024-03-11 19:00:00,2024-03-11 18:44:00,16,COMPLETED,13,436
2024-03-10 13:00:00,2024-03-10 12:44:00,16,COMPLETED,13,437
2024-01-16 16:00:00,2024-01-16 15:44:00,16,COMPLETED,12,438
2024-04-30 14:00:00,2024-04-30 13:44:00,16,COMPLETED,14,439
2024-06-22 17:00:00,2024-06-22 16:44:00,16,COMPLETED,15,440
2024-03-31 18:00:00,2024-03-31 17:44:00,16,COMPLETED,13,441
2024-11-05 13:00:00,2024-11-05 12:44:00,16,COMPLETED,13,442
2024-09-29 19:00:00,2024-09-29 18:44:00,16,COMPLETED,15,443
2024-12-12 18:00:00,2024-12-12 17:44:00,16,COMPLETED,14,444
2024-03-10 19:00:00,2024-03-10 18:44:00,16,COMPLETED,14,445
2024-01-18 14:00:00,2024-01-18 13:44:00,16,COMPLETED,12,446
2024-06-14 17:00:00,2024-06-14 16:44:00,16,COMPLETED,15,447
2024-03-31 18:00:00,2024-03-31 17:44:00,16,COMPLETED,12,448
2024-11-10 10:00:00,2024-11-10 09:44:00,16,COMPLETED,12,449
2024-02-27 18:00:00,2024-02-27 17:44:00,16,COMPLETED,15,450
2024-05-19 12:00:00,2024-05-19 11:44:00,16,COMPLETED,14,451
2024-09-01 14:00:00,2024-09-01 13:44:00,16,COMPLETED,12,452
2024-09-12 19:00:00,2024-09-12 18:44:00,16,COMPLETED,15,453
2024-11-30 11:00:00,2024-11-30 10:44:00,16,COMPLETED,13,454
2024-07-09 17:00:00,2024-07-09 16:44:00,16,COMPLETED,14,455
2024-05-06 10:00:00,2024-05-06 09:44:00,16,COMPLETED,13,456
2024-11-18 17:00:00,2024-11-18 16:44:00,16,COMPLETED,13,457
2024-04-21 12:00:00,2024-04-21 11:44:00,16,COMPLETED,15,458
2024-11-21 10:00:00,2024-11-21 09:44:00,16,COMPLETED,13,459
2024-10-24 13:00:00,2024-10-24 12:44:00,16,COMPLETED,12,460
2024-08-27 13:00:00,2024-08-27 12:44:00,16,COMPLETED,15,461
2024-02-13 15:00:00,2024-02-13 14:44:00,16,COMPLETED,15,462
2024-01-31 11:00:00,2024-01-31 10:44:00,16,COMPLETED,14,463
2024-07-15 13:00:00,2024-07-15 12:44:00,16,COMPLETED,15,464
2024-10-29 18:00:00,2024-10-29 17:44:00,16,COMPLETED,14,465
2024-10-30 18:00:00,2024-10-30 17:44:00,16,COMPLETED,12,466
2024-08-02 18:00:00,2024-08-02 17:44:00,16,COMPLETED,14,467
2024-12-28 10:00:00,2024-12-28 09:44:00,16,COMPLETED,15,468
2024-04-27 17:00:00,2024-04-27 16:44:00,16,COMPLETED,15,469
2024-12-12 12:00:00,2024-12-12 11:44:00,16,COMPLETED,14,470
2024-12-29 19:00:00,2024-12-29 18:44:00,16,COMPLETED,12,471
2024-08-18 11:00:00,2024-08-18 10:44:00,16,COMPLETED,13,472
2024-05-21 13:00:00,2024-05-21 12:44:00,16,COMPLETED,14,473
2024-07-06 17:00:00,2024-07-06 16:44:00,16,COMPLETED,14,474
2024-10-27 13:00:00,2024-10-27 12:44:00,16,COMPLETED,15,475
2024-09-14 10:00:00,2024-09-14 09:44:00,16,COMPLETED,12,476
2024-07-20 14:00:00,2024-07-20 13:44:00,16,COMPLETED,12,477
2024-08-16 14:00:00,2024-08-16 13:44:00,16,COMPLETED,13,478
2024-05-27 12:00:00,2024-05-27 11:44:00,16,COMPLETED,15,479
2024-02-02 10:00:00,2024-02-02 09:44:00,16,COMPLETED,12,480
2024-04-27 17:00:00,2024-04-27 16:44:00,16,COMPLETED,15,481
2024-05-02 16:00:00,2024-05-02 15:44:00,16,COMPLETED,13,482
2024-04-21 13:00:00,2024-04-21 12:44:00,16,COMPLETED,13,483
2024-06-18 14:00:00,2024-06-18 13:44:00,16,COMPLETED,15,484
2024-04-20 13:00:00,2024-04-20 12:44:00,16,COMPLETED,13,485
2024-01-22 12:00:00,2024-01-22 11:44:00,16,COMPLETED,14,486
2024-03-13 16:00:00,2024-03-13 15:44:00,16,COMPLETED,13,487
2024-10-13 14:00:00,2024-10-13 13:44:00,16,COMPLETED,15,488
2024-05-17 18:00:00,2024-05-17 17:44:00,16,COMPLETED,14,489
2024-04-12 13:00:00,2024-04-12 12:44:00,16,COMPLETED,14,490
2024-01-25 19:00:00,2024-01-25 18:44:00,16,COMPLETED,12,491
2024-12-03 14:00:00,2024-12-03 13:44:00,16,COMPLETED,15,492
2024-07-05 10:00:00,2024-07-05 09:44:00,16,COMPLETED,12,493
2024-01-09 12:00:00,2024-01-09 11:44:00,16,COMPLETED,12,494
2024-07-21 14:00:00,2024-07-21 13:44:00,16,COMPLETED,13,495
