item_name,path,request_time,status,employee_id
Headphone,PATH1,2024-09-19 13:29:17,FULFILLED,1
Printer,PATH3,2024-09-19 00:06:36,FULFILLED,1
Monitor,PATH3,2024-09-29 12:57:26,FULFILLED,1
Monitor,PATH1,2024-10-06 13:51:25,FULFILLED,1
Speaker,PATH2,2024-11-08 21:04:17,FULFILLED,1
Headphone,PATH2,2024-09-12 21:36:44,FULFILLED,1
Monitor,PATH3,2024-10-04 06:53:19,FULFILLED,1
Monitor,PATH1,2024-10-17 03:54:26,FULFILLED,1
Monitor,PATH3,2024-10-20 20:17:21,FULFILLED,1
Monitor,PATH3,2024-11-05 06:05:56,FULFILLED,1
Headphone,PATH3,2024-09-25 20:15:58,FULFILLED,1
Laptop,PATH2,2024-11-13 16:12:54,FULFILLED,1
Monitor,PATH2,2024-11-19 06:11:18,FULFILLED,1
Monitor,PATH3,2024-09-13 02:41:41,FULFILLED,1
Printer,PATH1,2024-09-07 14:33:34,FULFILLED,1
Printer,PATH1,2024-11-15 13:01:15,FULFILLED,1
Speaker,PATH2,2024-11-08 07:38:51,FULFILLED,1
Monitor,PATH1,2024-10-01 01:28:31,FULFILLED,1
Headphone,PATH1,2024-09-12 12:32:07,FULFILLED,1
Laptop,PATH2,2024-09-19 20:30:42,FULFILLED,1
Laptop,PATH3,2024-12-02 07:15:19,FULFILLED,1
Headphone,PATH2,2024-09-15 08:17:01,FULFILLED,1
Headphone,PATH2,2024-10-19 18:58:47,FULFILLED,1
Monitor,PATH3,2024-10-27 22:43:06,FULFILLED,1
Speaker,PATH1,2024-10-25 04:45:43,FULFILLED,1
Monitor,PATH2,2024-11-20 04:45:51,FULFILLED,1
Mouse,PATH2,2024-11-14 18:03:45,FULFILLED,1
Monitor,PATH1,2024-11-26 20:55:54,FULFILLED,1
Printer,PATH3,2024-10-11 15:34:12,FULFILLED,1
Headphone,PATH2,2024-10-04 04:25:03,FULFILLED,1
Laptop,PATH2,2024-10-03 02:12:40,FULFILLED,1
Headphone,PATH1,2024-11-27 00:29:11,FULFILLED,1
Laptop,PATH1,2024-10-27 09:59:38,FULFILLED,1
Laptop,PATH2,2024-11-25 11:36:10,FULFILLED,1
Mouse,PATH2,2024-09-13 03:01:40,FULFILLED,1
Speaker,PATH2,2024-10-18 08:17:21,FULFILLED,1
Monitor,PATH1,2024-10-19 14:22:15,FULFILLED,1
Speaker,PATH2,2024-10-26 19:48:44,FULFILLED,1
Headphone,PATH1,2024-09-22 19:12:40,FULFILLED,1
Printer,PATH1,2024-11-10 08:27:57,FULFILLED,1
Tablet,PATH1,2024-10-27 17:30:13,FULFILLED,1
Tablet,PATH3,2024-12-01 17:26:47,FULFILLED,1
Mouse,PATH3,2024-12-02 04:22:47,FULFILLED,1
Mouse,PATH1,2024-11-22 22:15:15,FULFILLED,1
Speaker,PATH2,2024-10-23 09:15:08,FULFILLED,1
Mouse,PATH2,2024-09-22 07:29:12,FULFILLED,1
Headphone,PATH2,2024-11-05 05:42:52,FULFILLED,1
Speaker,PATH1,2024-09-21 12:54:34,FULFILLED,1
Speaker,PATH3,2024-09-28 02:29:24,FULFILLED,1
Mouse,PATH1,2024-11-19 23:04:30,FULFILLED,1
Speaker,PATH3,2024-10-25 07:51:31,FULFILLED,1
Headphone,PATH1,2024-11-21 05:45:17,FULFILLED,1
Tablet,PATH3,2024-09-26 15:29:01,FULFILLED,1
Printer,PATH2,2024-09-09 02:39:36,FULFILLED,1
Speaker,PATH1,2024-10-21 11:53:21,FULFILLED,1
Speaker,PATH2,2024-11-26 07:22:53,FULFILLED,1
Laptop,PATH1,2024-10-27 23:22:05,FULFILLED,1
Headphone,PATH1,2024-10-08 11:33:08,FULFILLED,1
Printer,PATH2,2024-11-06 10:19:03,FULFILLED,1
Laptop,PATH2,2024-11-08 12:52:25,FULFILLED,1
Monitor,PATH3,2024-10-31 14:03:36,FULFILLED,1
