id,item_name,path,request_time,status,employee_id,number_of_obstacles
398,Speaker,PATH2,2024-11-26 13:14:42,PENDING,1,4
399,Mouse,PATH2,2024-10-17 23:17:37,FULFILLED,1,9
400,Mouse,PATH3,2024-10-08 13:20:02,PENDING,1,3
401,Tablet,PATH2,2024-11-15 02:13:31,FULFILLED,1,9
402,Laptop,PATH1,2024-10-06 23:00:26,FULFILLED,1,8
403,Laptop,PATH3,2024-09-19 11:07:34,FULFILLED,1,7
404,Laptop,PATH1,2024-09-13 16:49:59,FULFILLED,1,4
405,Printer,PATH1,2024-09-14 00:54:48,FULFILLED,1,3
406,Tablet,PATH1,2024-09-26 10:39:30,PENDING,1,6
407,Headphone,PATH2,2024-11-29 06:02:28,FULFILLED,1,5
408,Headphone,PATH3,2024-09-19 23:54:59,PENDING,1,4
409,Speaker,PATH1,2024-11-07 09:06:47,FULFILLED,1,10
410,Mouse,PATH3,2024-09-01 19:48:38,PENDING,1,4
411,Printer,PATH2,2024-10-15 08:13:45,FULFILLED,1,7
412,Tablet,PATH3,2024-10-04 04:12:02,PENDING,1,3
413,Speaker,PATH1,2024-12-01 17:24:06,PENDING,1,6
414,Laptop,PATH1,2024-11-21 17:18:23,FULFILLED,1,6
415,Printer,PATH3,2024-11-11 10:28:31,FULFILLED,1,7
416,Printer,PATH2,2024-11-16 16:44:38,PENDING,1,2
417,Speaker,PATH2,2024-10-18 16:38:45,PENDING,1,2
418,Monitor,PATH1,2024-10-27 11:42:53,FULFILLED,1,0
419,Tablet,PATH2,2024-10-25 21:19:31,PENDING,1,5
420,Printer,PATH2,2024-11-11 20:15:01,FULFILLED,1,3
421,Monitor,PATH3,2024-10-30 18:29:06,PENDING,1,6
422,Mouse,PATH3,2024-09-28 22:28:58,FULFILLED,1,10
423,Headphone,PATH1,2024-10-14 11:42:28,FULFILLED,1,6
424,Laptop,PATH3,2024-10-25 09:33:56,FULFILLED,1,4
425,Tablet,PATH2,2024-09-16 15:11:16,PENDING,1,2
426,Mouse,PATH3,2024-11-04 23:45:56,FULFILLED,1,8
427,Speaker,PATH2,2024-11-05 00:18:46,FULFILLED,1,2
428,Speaker,PATH2,2024-11-16 11:00:01,FULFILLED,1,5
429,Monitor,PATH3,2024-11-09 10:12:46,PENDING,1,5
430,Headphone,PATH2,2024-09-26 08:18:18,FULFILLED,1,2
431,Headphone,PATH3,2024-09-23 10:36:56,PENDING,1,7
432,Mouse,PATH2,2024-10-17 02:37:13,PENDING,1,5
433,Speaker,PATH2,2024-10-19 21:17:58,PENDING,1,5
434,Mouse,PATH1,2024-10-06 17:20:04,FULFILLED,1,5
435,Tablet,PATH2,2024-11-16 18:45:33,FULFILLED,1,9
436,Printer,PATH1,2024-11-11 14:26:06,PENDING,1,5
437,Tablet,PATH1,2024-10-23 21:49:24,PENDING,1,8
438,Speaker,PATH3,2024-11-01 20:07:09,FULFILLED,1,5
439,Printer,PATH3,2024-09-02 18:10:28,FULFILLED,1,7
440,Headphone,PATH1,2024-09-19 13:29:17,FULFILLED,1,9
441,Printer,PATH3,2024-09-19 00:06:36,FULFILLED,1,1
442,Monitor,PATH3,2024-09-29 12:57:26,PENDING,1,5
443,Monitor,PATH1,2024-10-06 13:51:25,FULFILLED,1,8
444,Speaker,PATH2,2024-11-08 21:04:17,PENDING,1,3
445,Headphone,PATH2,2024-09-12 21:36:44,PENDING,1,4
446,Monitor,PATH3,2024-10-04 06:53:19,FULFILLED,1,10
447,Monitor,PATH1,2024-10-17 03:54:26,FULFILLED,1,8
448,Monitor,PATH3,2024-10-20 20:17:21,FULFILLED,1,7
449,Monitor,PATH3,2024-11-05 06:05:56,FULFILLED,1,8
450,Headphone,PATH3,2024-09-25 20:15:58,PENDING,1,10
451,Laptop,PATH2,2024-11-13 16:12:54,PENDING,1,4
452,Monitor,PATH2,2024-11-19 06:11:18,FULFILLED,1,0
453,Monitor,PATH3,2024-09-13 02:41:41,FULFILLED,1,4
454,Printer,PATH1,2024-09-07 14:33:34,FULFILLED,1,1
455,Printer,PATH1,2024-11-15 13:01:15,FULFILLED,1,6
456,Speaker,PATH2,2024-11-08 07:38:51,FULFILLED,1,0
457,Monitor,PATH1,2024-10-01 01:28:31,FULFILLED,1,8
458,Headphone,PATH1,2024-09-12 12:32:07,PENDING,1,2
459,Laptop,PATH2,2024-09-19 20:30:42,PENDING,1,6
460,Laptop,PATH3,2024-12-02 07:15:19,FULFILLED,1,10
461,Headphone,PATH2,2024-09-15 08:17:01,FULFILLED,1,1
462,Headphone,PATH2,2024-10-19 18:58:47,FULFILLED,1,9
463,Monitor,PATH3,2024-10-27 22:43:06,FULFILLED,1,4
464,Speaker,PATH1,2024-10-25 04:45:43,FULFILLED,1,8
465,Monitor,PATH2,2024-11-20 04:45:51,FULFILLED,1,8
466,Mouse,PATH2,2024-11-14 18:03:45,FULFILLED,1,8
467,Monitor,PATH1,2024-11-26 20:55:54,FULFILLED,1,8
468,Printer,PATH3,2024-10-11 15:34:12,FULFILLED,1,3
469,Headphone,PATH2,2024-10-04 04:25:03,FULFILLED,1,3
470,Laptop,PATH2,2024-10-03 02:12:40,FULFILLED,1,10
471,Headphone,PATH1,2024-11-27 00:29:11,FULFILLED,1,0
472,Laptop,PATH1,2024-10-27 09:59:38,FULFILLED,1,0
473,Laptop,PATH2,2024-11-25 11:36:10,FULFILLED,1,2
474,Mouse,PATH2,2024-09-13 03:01:40,FULFILLED,1,6
475,Speaker,PATH2,2024-10-18 08:17:21,FULFILLED,1,0
476,Monitor,PATH1,2024-10-19 14:22:15,FULFILLED,1,3
477,Speaker,PATH2,2024-10-26 19:48:44,FULFILLED,1,5
478,Headphone,PATH1,2024-09-22 19:12:40,FULFILLED,1,6
479,Printer,PATH1,2024-11-10 08:27:57,FULFILLED,1,6
480,Tablet,PATH1,2024-10-27 17:30:13,FULFILLED,1,7
481,Tablet,PATH3,2024-12-01 17:26:47,FULFILLED,1,1
482,Mouse,PATH3,2024-12-02 04:22:47,FULFILLED,1,7
483,Mouse,PATH1,2024-11-22 22:15:15,FULFILLED,1,3
484,Speaker,PATH2,2024-10-23 09:15:08,FULFILLED,1,0
485,Mouse,PATH2,2024-09-22 07:29:12,FULFILLED,1,2
486,Headphone,PATH2,2024-11-05 05:42:52,PENDING,1,2
487,Speaker,PATH1,2024-09-21 12:54:34,PENDING,1,6
488,Speaker,PATH3,2024-09-28 02:29:24,PENDING,1,4
489,Mouse,PATH1,2024-11-19 23:04:30,FULFILLED,1,6
490,Speaker,PATH3,2024-10-25 07:51:31,FULFILLED,1,1
491,Headphone,PATH1,2024-11-21 05:45:17,PENDING,1,2
492,Tablet,PATH3,2024-09-26 15:29:01,FULFILLED,1,8
493,Printer,PATH2,2024-09-09 02:39:36,FULFILLED,1,3
494,Speaker,PATH1,2024-10-21 11:53:21,PENDING,1,0
495,Speaker,PATH2,2024-11-26 07:22:53,FULFILLED,1,7
496,Laptop,PATH1,2024-10-27 23:22:05,FULFILLED,1,7
497,Headphone,PATH1,2024-10-08 11:33:08,FULFILLED,1,0
498,Printer,PATH2,2024-11-06 10:19:03,FULFILLED,1,4
499,Laptop,PATH2,2024-11-08 12:52:25,FULFILLED,1,9
500,Monitor,PATH3,2024-10-31 14:03:36,FULFILLED,1,7
